,time,open,high,low,close,tick_volume,spread,real_volume,typical_price,price_range,body,upper_wick,lower_wick,is_bullish,is_bearish
16,2025-01-27 17:00:00+00:00,2750.78,2751.03,2739.58,2741.87,5884,11,0,2744.16,11.450000000000273,8.91000000000031,0.25,2.2899999999999636,0,1
17,2025-01-27 18:00:00+00:00,2741.95,2743.14,2733.37,2734.42,5555,15,0,2736.976666666667,9.769999999999982,7.529999999999745,1.1900000000000546,1.050000000000182,0,1
18,2025-01-27 19:00:00+00:00,2734.73,2736.86,2730.48,2733.58,4856,5,0,2733.64,6.380000000000109,1.150000000000091,2.130000000000109,3.099999999999909,0,1
19,2025-01-27 20:00:00+00:00,2733.52,2737.86,2733.0,2737.02,4473,18,0,2735.9600000000005,4.860000000000127,3.5,0.8400000000001455,0.5199999999999818,1,0
20,2025-01-27 21:00:00+00:00,2736.98,2740.59,2736.86,2739.35,4075,7,0,2738.933333333334,3.730000000000018,2.369999999999891,1.2400000000002365,0.11999999999989086,1,0
21,2025-01-27 22:00:00+00:00,2739.41,2742.57,2738.18,2741.59,3944,10,0,2740.78,4.390000000000327,2.180000000000291,0.9800000000000182,1.2300000000000182,1,0
22,2025-01-27 23:00:00+00:00,2741.08,2743.95,2740.22,2740.7,1193,5,0,2741.623333333333,3.730000000000018,0.38000000000010914,2.869999999999891,0.4800000000000182,0,1
23,2025-01-28 01:00:00+00:00,2739.91,2745.32,2739.42,2741.6,2614,10,0,2742.1133333333332,5.900000000000091,1.6900000000000546,3.7200000000002547,0.4899999999997817,1,0
24,2025-01-28 02:00:00+00:00,2741.76,2744.45,2739.92,2740.6,2325,19,0,2741.6566666666663,4.529999999999745,1.1600000000003092,2.6899999999996,0.6799999999998363,0,1
25,2025-01-28 03:00:00+00:00,2740.77,2745.29,2739.45,2741.45,2897,18,0,2742.063333333333,5.8400000000001455,0.6799999999998363,3.8400000000001455,1.3200000000001637,1,0
26,2025-01-28 04:00:00+00:00,2741.41,2741.62,2738.21,2739.34,3927,18,0,2739.7233333333334,3.4099999999998545,2.069999999999709,0.21000000000003638,1.1300000000001091,0,1
27,2025-01-28 05:00:00+00:00,2739.46,2741.69,2737.8,2738.86,3262,18,0,2739.4500000000003,3.8899999999998727,0.599999999999909,2.230000000000018,1.0599999999999454,0,1
28,2025-01-28 06:00:00+00:00,2738.88,2742.54,2738.67,2742.3,2963,18,0,2741.17,3.869999999999891,3.4200000000000728,0.23999999999978172,0.21000000000003638,1,0
29,2025-01-28 07:00:00+00:00,2742.53,2744.89,2741.2,2741.81,2813,18,0,2742.633333333333,3.6900000000000546,0.7200000000002547,2.3599999999996726,0.6100000000001273,0,1
30,2025-01-28 08:00:00+00:00,2741.51,2742.92,2739.19,2739.77,2753,5,0,2740.626666666667,3.730000000000018,1.7400000000002365,1.4099999999998545,0.5799999999999272,0,1
31,2025-01-28 09:00:00+00:00,2739.32,2743.03,2738.28,2738.57,3652,18,0,2739.9600000000005,4.75,0.75,3.7100000000000364,0.2899999999999636,0,1
32,2025-01-28 10:00:00+00:00,2739.13,2741.75,2734.81,2741.07,4182,13,0,2739.2099999999996,6.940000000000055,1.9400000000000546,0.6799999999998363,4.320000000000164,1,0
33,2025-01-28 11:00:00+00:00,2741.06,2745.24,2740.38,2743.43,4006,18,0,2743.0166666666664,4.859999999999673,2.369999999999891,1.8099999999999454,0.6799999999998363,1,0
34,2025-01-28 12:00:00+00:00,2743.36,2745.22,2740.25,2743.09,3615,13,0,2742.853333333333,4.9699999999998,0.2699999999999818,1.8599999999996726,2.8400000000001455,0,1
35,2025-01-28 13:00:00+00:00,2743.09,2744.61,2741.61,2742.78,3438,9,0,2743.0,3.0,0.30999999999994543,1.5199999999999818,1.1700000000000728,0,1
36,2025-01-28 14:00:00+00:00,2742.8,2745.63,2741.25,2745.6,3691,7,0,2744.16,4.380000000000109,2.799999999999727,0.03000000000020009,1.550000000000182,1,0
37,2025-01-28 15:00:00+00:00,2745.71,2749.54,2745.24,2748.71,4754,12,0,2747.83,4.300000000000182,3.0,0.8299999999999272,0.47000000000025466,1,0
38,2025-01-28 16:00:00+00:00,2748.9,2756.26,2748.72,2752.87,5349,6,0,2752.6166666666663,7.540000000000418,3.9699999999998,3.3900000000003274,0.18000000000029104,1,0
39,2025-01-28 17:00:00+00:00,2753.31,2757.23,2751.04,2755.44,5273,5,0,2754.57,6.190000000000055,2.130000000000109,1.7899999999999636,2.269999999999982,1,0
40,2025-01-28 18:00:00+00:00,2755.44,2759.61,2755.19,2758.7,5024,12,0,2757.8333333333335,4.420000000000073,3.2599999999997635,0.9100000000003092,0.25,1,0
41,2025-01-28 19:00:00+00:00,2758.58,2759.99,2757.44,2759.69,4089,9,0,2759.0400000000004,2.549999999999727,1.1100000000001273,0.29999999999972715,1.1399999999998727,1,0
42,2025-01-28 20:00:00+00:00,2759.87,2763.52,2759.05,2762.16,4021,11,0,2761.5766666666664,4.4699999999998,2.2899999999999636,1.3600000000001273,0.819999999999709,1,0
43,2025-01-28 21:00:00+00:00,2762.18,2765.05,2761.11,2764.92,3229,12,0,2763.693333333333,3.9400000000000546,2.7400000000002365,0.13000000000010914,1.069999999999709,1,0
44,2025-01-28 22:00:00+00:00,2764.9,2765.11,2762.34,2764.09,3825,5,0,2763.846666666667,2.769999999999982,0.8099999999999454,0.21000000000003638,1.75,0,1
45,2025-01-28 23:00:00+00:00,2764.04,2764.04,2762.7,2763.17,1412,5,0,2763.3033333333333,1.3400000000001455,0.8699999999998909,0.0,0.47000000000025466,0,1
46,2025-01-29 01:00:00+00:00,2763.23,2764.26,2762.31,2762.74,1222,10,0,2763.103333333333,1.9500000000002728,0.49000000000023647,1.0300000000002,0.4299999999998363,0,1
47,2025-01-29 02:00:00+00:00,2762.75,2764.88,2762.28,2763.92,1634,12,0,2763.693333333333,2.599999999999909,1.1700000000000728,0.9600000000000364,0.4699999999997999,1,0
48,2025-01-29 03:00:00+00:00,2763.96,2766.2,2763.54,2763.79,2887,12,0,2764.5099999999998,2.6599999999998545,0.17000000000007276,2.2399999999997817,0.25,0,1
49,2025-01-29 04:00:00+00:00,2763.75,2765.68,2763.35,2764.19,2607,9,0,2764.4066666666663,2.3299999999999272,0.44000000000005457,1.4899999999997817,0.40000000000009095,1,0
50,2025-01-29 05:00:00+00:00,2764.21,2764.51,2762.3,2762.8,2854,7,0,2763.2033333333334,2.2100000000000364,1.4099999999998545,0.3000000000001819,0.5,0,1
51,2025-01-29 06:00:00+00:00,2762.67,2764.31,2761.47,2762.47,2864,7,0,2762.75,2.8400000000001455,0.20000000000027285,1.6399999999998727,1.0,0,1
52,2025-01-29 07:00:00+00:00,2762.45,2763.09,2760.03,2760.74,2365,7,0,2761.286666666667,3.0599999999999454,1.7100000000000364,0.6400000000003274,0.7099999999995816,0,1
53,2025-01-29 08:00:00+00:00,2760.92,2762.08,2759.13,2759.17,3003,12,0,2760.126666666667,2.949999999999818,1.75,1.1599999999998545,0.03999999999996362,0,1
54,2025-01-29 09:00:00+00:00,2759.08,2760.57,2757.37,2759.21,3446,5,0,2759.0500000000006,3.200000000000273,0.13000000000010914,1.3600000000001273,1.7100000000000364,1,0
55,2025-01-29 10:00:00+00:00,2759.3,2766.01,2759.3,2763.94,3801,6,0,2763.0833333333335,6.710000000000036,4.639999999999873,2.0700000000001637,0.0,1,0
56,2025-01-29 11:00:00+00:00,2763.83,2764.24,2760.27,2762.84,3950,7,0,2762.4500000000003,3.9699999999998,0.9899999999997817,0.4099999999998545,2.5700000000001637,0,1
57,2025-01-29 12:00:00+00:00,2762.77,2763.37,2757.04,2758.18,4277,7,0,2759.53,6.329999999999927,4.5900000000001455,0.599999999999909,1.1399999999998727,0,1
58,2025-01-29 13:00:00+00:00,2758.26,2759.77,2757.46,2758.99,3442,10,0,2758.74,2.3099999999999454,0.7299999999995634,0.7800000000002001,0.8000000000001819,1,0
59,2025-01-29 14:00:00+00:00,2758.9,2759.0,2755.59,2756.59,4233,12,0,2757.06,3.4099999999998545,2.3099999999999454,0.09999999999990905,1.0,0,1
60,2025-01-29 15:00:00+00:00,2756.6,2759.54,2752.23,2758.74,5231,5,0,2756.8366666666666,7.309999999999945,2.1399999999998727,0.8000000000001819,4.369999999999891,1,0
61,2025-01-29 16:00:00+00:00,2758.86,2761.07,2756.12,2759.37,5339,8,0,2758.853333333334,4.950000000000273,0.5099999999997635,1.7000000000002728,2.7400000000002365,1,0
62,2025-01-29 17:00:00+00:00,2759.55,2759.75,2748.52,2754.2,5488,5,0,2754.156666666667,11.230000000000018,5.350000000000364,0.1999999999998181,5.679999999999836,0,1
63,2025-01-29 18:00:00+00:00,2754.45,2756.25,2748.49,2751.54,4900,5,0,2752.093333333333,7.760000000000218,2.9099999999998545,1.800000000000182,3.050000000000182,0,1
64,2025-01-29 19:00:00+00:00,2751.65,2754.37,2750.96,2752.94,3698,5,0,2752.7566666666667,3.4099999999998545,1.2899999999999636,1.4299999999998363,0.6900000000000546,1,0
65,2025-01-29 20:00:00+00:00,2752.84,2753.89,2748.79,2751.14,4082,5,0,2751.273333333333,5.099999999999909,1.7000000000002728,1.0499999999997272,2.349999999999909,0,1
66,2025-01-29 21:00:00+00:00,2751.36,2757.98,2744.76,2755.24,5612,5,0,2752.66,13.2199999999998,3.8799999999996544,2.7400000000002365,6.599999999999909,1,0
67,2025-01-29 22:00:00+00:00,2755.1,2759.04,2752.75,2755.01,4552,5,0,2755.6,6.289999999999964,0.08999999999969077,3.9400000000000546,2.2600000000002183,0,1
68,2025-01-29 23:00:00+00:00,2754.97,2759.77,2754.02,2759.68,1816,5,0,2757.8233333333333,5.75,4.710000000000036,0.09000000000014552,0.9499999999998181,1,0
69,2025-01-30 01:00:00+00:00,2759.61,2760.7,2758.23,2760.29,1534,10,0,2759.7400000000002,2.4699999999998,0.6799999999998363,0.4099999999998545,1.3800000000001091,1,0
70,2025-01-30 02:00:00+00:00,2760.31,2762.55,2758.98,2762.11,2037,5,0,2761.2133333333336,3.5700000000001637,1.800000000000182,0.44000000000005457,1.3299999999999272,1,0
71,2025-01-30 03:00:00+00:00,2762.05,2762.05,2759.02,2760.13,3049,5,0,2760.4,3.0300000000002,1.9200000000000728,0.0,1.1100000000001273,0,1
72,2025-01-30 04:00:00+00:00,2760.06,2761.91,2759.18,2760.33,3183,5,0,2760.4733333333334,2.730000000000018,0.2699999999999818,1.5799999999999272,0.8800000000001091,1,0
73,2025-01-30 05:00:00+00:00,2760.32,2762.41,2759.28,2761.76,2593,5,0,2761.15,3.1299999999996544,1.4400000000000546,0.6499999999996362,1.0399999999999636,1,0
74,2025-01-30 06:00:00+00:00,2761.66,2763.45,2759.87,2760.49,2477,5,0,2761.27,3.5799999999999272,1.1700000000000728,1.7899999999999636,0.6199999999998909,0,1
75,2025-01-30 07:00:00+00:00,2760.52,2761.17,2758.7,2760.58,2285,5,0,2760.15,2.4700000000002547,0.05999999999994543,0.5900000000001455,1.8200000000001637,1,0
76,2025-01-30 08:00:00+00:00,2760.58,2766.38,2760.25,2765.61,2812,5,0,2764.08,6.130000000000109,5.0300000000002,0.7699999999999818,0.32999999999992724,1,0
77,2025-01-30 09:00:00+00:00,2765.59,2769.58,2765.0,2769.14,3649,5,0,2767.9066666666663,4.579999999999927,3.549999999999727,0.44000000000005457,0.5900000000001455,1,0
78,2025-01-30 10:00:00+00:00,2769.28,2776.71,2768.58,2776.21,4081,5,0,2773.8333333333335,8.13000000000011,6.929999999999836,0.5,0.7000000000002728,1,0
79,2025-01-30 11:00:00+00:00,2776.5,2776.62,2771.56,2774.36,4113,5,0,2774.1800000000003,5.059999999999945,2.1399999999998727,0.11999999999989086,2.800000000000182,0,1
80,2025-01-30 12:00:00+00:00,2774.24,2779.26,2773.94,2778.32,3906,5,0,2777.1733333333336,5.320000000000164,4.080000000000382,0.9400000000000546,0.29999999999972715,1,0
81,2025-01-30 13:00:00+00:00,2778.33,2779.44,2777.11,2777.68,3343,5,0,2778.0766666666664,2.3299999999999272,0.650000000000091,1.1100000000001273,0.569999999999709,0,1
82,2025-01-30 14:00:00+00:00,2777.65,2781.15,2776.21,2780.08,3634,6,0,2779.146666666667,4.940000000000055,2.4299999999998363,1.0700000000001637,1.4400000000000546,1,0
83,2025-01-30 15:00:00+00:00,2780.06,2786.01,2778.25,2785.66,5110,5,0,2783.306666666667,7.760000000000218,5.599999999999909,0.3500000000003638,1.8099999999999454,1,0
84,2025-01-30 16:00:00+00:00,2785.82,2789.13,2780.15,2787.62,6105,5,0,2785.6333333333337,8.980000000000018,1.7999999999997272,1.5100000000002183,5.670000000000073,1,0
85,2025-01-30 17:00:00+00:00,2787.99,2796.69,2786.61,2795.41,5983,5,0,2792.903333333333,10.079999999999927,7.420000000000073,1.2800000000002,1.3799999999996544,1,0
86,2025-01-30 18:00:00+00:00,2795.16,2798.32,2790.29,2790.58,5643,5,0,2793.0633333333335,8.0300000000002,4.579999999999927,3.1600000000003092,0.2899999999999636,0,1
87,2025-01-30 19:00:00+00:00,2791.2,2795.9,2788.77,2795.61,5028,5,0,2793.4266666666667,7.130000000000109,4.410000000000309,0.2899999999999636,2.4299999999998363,1,0
88,2025-01-30 20:00:00+00:00,2795.62,2797.1,2792.07,2795.23,4122,5,0,2794.7999999999997,5.029999999999745,0.38999999999987267,1.4800000000000182,3.1599999999998545,0,1
89,2025-01-30 21:00:00+00:00,2795.23,2795.36,2790.76,2793.4,3203,5,0,2793.1733333333336,4.599999999999909,1.8299999999999272,0.13000000000010914,2.6399999999998727,0,1
90,2025-01-30 22:00:00+00:00,2793.38,2798.22,2792.3,2795.68,4297,7,0,2795.4,5.919999999999618,2.299999999999727,2.5399999999999636,1.0799999999999272,1,0
91,2025-01-30 23:00:00+00:00,2795.53,2798.49,2789.81,2794.06,1648,5,0,2794.1199999999994,8.679999999999836,1.4700000000002547,2.9599999999995816,4.25,0,1
92,2025-01-31 01:00:00+00:00,2795.08,2797.15,2791.77,2796.38,2105,7,0,2795.1,5.380000000000109,1.300000000000182,0.7699999999999818,3.3099999999999454,1,0
93,2025-01-31 02:00:00+00:00,2796.28,2799.65,2794.52,2795.74,2489,5,0,2796.6366666666668,5.130000000000109,0.5400000000004184,3.369999999999891,1.2199999999998,0,1
94,2025-01-31 03:00:00+00:00,2795.79,2796.63,2794.58,2796.26,3131,5,0,2795.8233333333337,2.050000000000182,0.47000000000025466,0.36999999999989086,1.2100000000000364,1,0
95,2025-01-31 04:00:00+00:00,2796.15,2798.3,2794.68,2796.17,3136,5,0,2796.383333333333,3.6200000000003456,0.01999999999998181,2.130000000000109,1.4700000000002547,1,0
96,2025-01-31 05:00:00+00:00,2796.21,2798.21,2795.84,2796.38,3315,5,0,2796.81,2.369999999999891,0.17000000000007276,1.8299999999999272,0.36999999999989086,1,0
97,2025-01-31 06:00:00+00:00,2796.32,2796.49,2794.58,2795.92,2660,5,0,2795.6633333333334,1.9099999999998545,0.40000000000009095,0.169999999999618,1.3400000000001455,0,1
98,2025-01-31 07:00:00+00:00,2795.7,2796.46,2793.98,2795.49,3306,5,0,2795.31,2.480000000000018,0.21000000000003638,0.7600000000002183,1.5099999999997635,0,1
99,2025-01-31 08:00:00+00:00,2795.49,2796.3,2792.18,2792.94,2847,5,0,2793.806666666667,4.120000000000346,2.549999999999727,0.8100000000004002,0.7600000000002183,0,1
100,2025-01-31 09:00:00+00:00,2792.59,2801.15,2792.27,2798.15,3934,5,0,2797.19,8.88000000000011,5.559999999999945,3.0,0.3200000000001637,1,0
101,2025-01-31 10:00:00+00:00,2798.11,2799.3,2791.69,2793.33,4009,5,0,2794.773333333333,7.610000000000127,4.7800000000002,1.1900000000000546,1.6399999999998727,0,1
102,2025-01-31 11:00:00+00:00,2793.19,2796.38,2792.74,2793.66,3871,5,0,2794.2599999999998,3.6400000000003274,0.4699999999997999,2.7200000000002547,0.45000000000027285,1,0
103,2025-01-31 12:00:00+00:00,2793.66,2795.22,2791.02,2794.27,3929,5,0,2793.5033333333336,4.199999999999818,0.6100000000001273,0.9499999999998181,2.6399999999998727,1,0
104,2025-01-31 13:00:00+00:00,2794.28,2800.74,2792.44,2800.19,4028,5,0,2797.7900000000004,8.299999999999727,5.9099999999998545,0.5499999999997272,1.8400000000001455,1,0
105,2025-01-31 14:00:00+00:00,2800.15,2807.73,2799.77,2805.74,4171,5,0,2804.4133333333334,7.960000000000036,5.589999999999691,1.9900000000002365,0.38000000000010914,1,0
106,2025-01-31 15:00:00+00:00,2805.83,2808.65,2803.59,2806.41,5014,5,0,2806.2166666666667,5.059999999999945,0.5799999999999272,2.2400000000002365,2.2399999999997817,1,0
107,2025-01-31 16:00:00+00:00,2806.54,2812.52,2804.54,2812.38,5543,5,0,2809.813333333333,7.980000000000018,5.8400000000001455,0.13999999999987267,2.0,1,0
108,2025-01-31 17:00:00+00:00,2812.34,2817.23,2808.26,2809.2,5765,5,0,2811.563333333333,8.9699999999998,3.1400000000003274,4.889999999999873,0.9399999999995998,0,1
109,2025-01-31 18:00:00+00:00,2809.42,2810.34,2805.0,2807.27,4622,5,0,2807.536666666667,5.3400000000001455,2.150000000000091,0.9200000000000728,2.269999999999982,0,1
110,2025-01-31 19:00:00+00:00,2807.28,2816.08,2802.93,2808.76,5761,5,0,2809.2566666666667,13.150000000000091,1.4800000000000182,7.319999999999709,4.350000000000364,1,0
111,2025-01-31 20:00:00+00:00,2808.75,2808.91,2795.31,2798.91,5729,5,0,2801.043333333333,13.599999999999909,9.840000000000146,0.15999999999985448,3.599999999999909,0,1
112,2025-01-31 21:00:00+00:00,2799.01,2802.86,2795.54,2796.3,4607,5,0,2798.2333333333336,7.320000000000164,2.7100000000000364,3.849999999999909,0.7600000000002183,0,1
113,2025-01-31 22:00:00+00:00,2796.24,2802.1,2794.34,2800.88,5277,5,0,2799.1066666666666,7.7599999999997635,4.640000000000327,1.2199999999998,1.8999999999996362,1,0
114,2025-01-31 23:00:00+00:00,2801.15,2802.7,2798.1,2798.47,1961,5,0,2799.756666666666,4.599999999999909,2.680000000000291,1.5499999999997272,0.36999999999989086,0,1
115,2025-02-03 01:00:00+00:00,2804.21,2805.79,2784.27,2793.06,4564,5,0,2794.373333333333,21.519999999999982,11.150000000000091,1.5799999999999272,8.789999999999964,0,1
116,2025-02-03 02:00:00+00:00,2792.49,2796.96,2790.35,2792.31,3874,5,0,2793.2066666666665,6.610000000000127,0.1799999999998363,4.470000000000255,1.9600000000000364,0,1
117,2025-02-03 03:00:00+00:00,2792.07,2792.21,2778.2,2782.27,5081,5,0,2784.226666666667,14.010000000000218,9.800000000000182,0.13999999999987267,4.070000000000164,0,1
118,2025-02-03 04:00:00+00:00,2782.26,2782.77,2773.8,2778.1,5680,5,0,2778.2233333333334,8.9699999999998,4.160000000000309,0.5099999999997635,4.299999999999727,0,1
119,2025-02-03 05:00:00+00:00,2778.1,2778.26,2772.17,2774.41,4637,5,0,2774.9466666666667,6.0900000000001455,3.6900000000000546,0.16000000000030923,2.2399999999997817,0,1
120,2025-02-03 06:00:00+00:00,2774.34,2783.1,2774.09,2780.85,4382,5,0,2779.346666666667,9.009999999999764,6.5099999999997635,2.25,0.25,1,0
121,2025-02-03 07:00:00+00:00,2780.74,2785.14,2780.0,2783.1,4086,5,0,2782.7466666666664,5.139999999999873,2.3600000000001273,2.0399999999999636,0.7399999999997817,1,0
122,2025-02-03 08:00:00+00:00,2783.1,2788.15,2782.89,2786.94,4055,5,0,2785.9933333333333,5.260000000000218,3.8400000000001455,1.2100000000000364,0.21000000000003638,1,0
123,2025-02-03 09:00:00+00:00,2787.03,2790.02,2785.27,2789.37,4708,5,0,2788.22,4.75,2.3399999999996908,0.650000000000091,1.7600000000002183,1,0
124,2025-02-03 10:00:00+00:00,2789.31,2800.21,2787.12,2796.71,5110,5,0,2794.6800000000003,13.090000000000146,7.400000000000091,3.5,2.1900000000000546,1,0
125,2025-02-03 11:00:00+00:00,2796.69,2800.8,2794.81,2796.31,4683,5,0,2797.306666666667,5.9900000000002365,0.38000000000010914,4.110000000000127,1.5,0,1
126,2025-02-03 12:00:00+00:00,2796.21,2800.15,2793.01,2798.07,4241,5,0,2797.0766666666664,7.139999999999873,1.8600000000001273,2.0799999999999272,3.199999999999818,1,0
127,2025-02-03 13:00:00+00:00,2797.95,2804.31,2797.92,2801.24,4392,5,0,2801.1566666666663,6.389999999999873,3.2899999999999636,3.0700000000001637,0.02999999999974534,1,0
128,2025-02-03 14:00:00+00:00,2801.41,2810.92,2800.39,2810.48,4351,5,0,2807.263333333333,10.5300000000002,9.070000000000164,0.44000000000005457,1.0199999999999818,1,0
129,2025-02-03 15:00:00+00:00,2810.67,2811.9,2807.44,2811.01,4979,5,0,2810.116666666667,4.460000000000036,0.3400000000001455,0.8899999999998727,3.230000000000018,1,0
130,2025-02-03 16:00:00+00:00,2811.02,2830.4,2810.05,2829.51,5795,5,0,2823.32,20.34999999999991,18.490000000000236,0.8899999999998727,0.9699999999997999,1,0
131,2025-02-03 17:00:00+00:00,2829.38,2830.09,2813.59,2817.48,6505,5,0,2820.3866666666668,16.5,11.900000000000091,0.7100000000000364,3.8899999999998727,0,1
132,2025-02-03 18:00:00+00:00,2817.36,2825.28,2813.0,2814.21,5549,5,0,2817.4966666666674,12.2800000000002,3.150000000000091,7.920000000000073,1.2100000000000364,0,1
133,2025-02-03 19:00:00+00:00,2814.2,2822.22,2814.11,2817.37,5022,5,0,2817.9,8.109999999999673,3.1700000000000728,4.849999999999909,0.08999999999969077,1,0
134,2025-02-03 20:00:00+00:00,2817.06,2821.64,2816.03,2821.03,4620,5,0,2819.566666666667,5.609999999999673,3.9700000000002547,0.6099999999996726,1.0299999999997453,1,0
135,2025-02-03 21:00:00+00:00,2821.14,2822.9,2817.95,2818.32,4297,5,0,2819.7233333333334,4.950000000000273,2.819999999999709,1.7600000000002183,0.3700000000003456,0,1
136,2025-02-03 22:00:00+00:00,2818.21,2819.59,2815.57,2816.58,4126,5,0,2817.2466666666664,4.019999999999982,1.6300000000001091,1.3800000000001091,1.0099999999997635,0,1
137,2025-02-03 23:00:00+00:00,2816.4,2817.48,2812.19,2814.75,2621,5,0,2814.806666666667,5.289999999999964,1.650000000000091,1.0799999999999272,2.5599999999999454,0,1
138,2025-02-04 01:00:00+00:00,2814.62,2815.26,2810.32,2814.01,1672,5,0,2813.1966666666667,4.940000000000055,0.6099999999996726,0.6400000000003274,3.6900000000000546,0,1
139,2025-02-04 02:00:00+00:00,2814.11,2817.57,2812.47,2817.2,1544,5,0,2815.7466666666664,5.100000000000364,3.0899999999996908,0.3700000000003456,1.6400000000003274,1,0
140,2025-02-04 03:00:00+00:00,2817.27,2824.24,2815.91,2823.35,3904,5,0,2821.1666666666665,8.329999999999927,6.079999999999927,0.8899999999998727,1.3600000000001273,1,0
141,2025-02-04 04:00:00+00:00,2823.24,2824.72,2816.85,2821.14,4171,5,0,2820.903333333333,7.869999999999891,2.099999999999909,1.4800000000000182,4.289999999999964,0,1
142,2025-02-04 05:00:00+00:00,2821.14,2824.41,2817.45,2821.56,3475,5,0,2821.14,6.960000000000036,0.42000000000007276,2.849999999999909,3.6900000000000546,1,0
143,2025-02-04 06:00:00+00:00,2821.44,2821.53,2817.95,2819.34,3875,5,0,2819.6066666666666,3.580000000000382,2.099999999999909,0.09000000000014552,1.3900000000003274,0,1
144,2025-02-04 07:00:00+00:00,2819.44,2819.44,2813.37,2815.79,4952,5,0,2816.1999999999994,6.070000000000164,3.650000000000091,0.0,2.4200000000000728,0,1
145,2025-02-04 08:00:00+00:00,2815.72,2816.16,2810.87,2813.63,4414,5,0,2813.5533333333333,5.289999999999964,2.0899999999996908,0.44000000000005457,2.7600000000002183,0,1
146,2025-02-04 09:00:00+00:00,2813.42,2814.31,2807.19,2812.72,4736,5,0,2811.4066666666663,7.119999999999891,0.7000000000002728,0.8899999999998727,5.529999999999745,0,1
147,2025-02-04 10:00:00+00:00,2812.87,2819.28,2810.29,2815.16,5289,5,0,2814.91,8.990000000000236,2.2899999999999636,4.120000000000346,2.5799999999999272,1,0
148,2025-02-04 11:00:00+00:00,2815.15,2821.81,2814.13,2820.09,4783,5,0,2818.6766666666667,7.679999999999836,4.940000000000055,1.7199999999998,1.0199999999999818,1,0
149,2025-02-04 12:00:00+00:00,2819.95,2819.98,2812.86,2814.98,4133,5,0,2815.94,7.119999999999891,4.9699999999998,0.03000000000020009,2.119999999999891,0,1
150,2025-02-04 13:00:00+00:00,2814.82,2816.96,2813.36,2815.45,4108,5,0,2815.2566666666667,3.599999999999909,0.6299999999996544,1.5100000000002183,1.4600000000000364,1,0
151,2025-02-04 14:00:00+00:00,2815.55,2823.04,2814.53,2821.81,4497,5,0,2819.793333333333,8.509999999999764,6.2599999999997635,1.2300000000000182,1.0199999999999818,1,0
